,0
53429,credit
53430,card
53431,branches
53432,atms
53433,investments
53434,debit
53435,cards
53436,number
53437,bankers
53438,small
53439,business
53440,loans
53441,checking
53442,accounts
53443,chase
53444,checking
53445,accounts
53446,quarter
53447,total
53448,checking
53449,accounts
53450,feel
53451,good
53452,might
53453,notice
53454,new
53455,york
53456,getting
53457,much
53458,tougher
53459,new
53460,added
53461,two
53462,hours
53463,per
53464,branch
53465,new
53466,york
53467,merchandising
53468,signed
53469,duane
53470,reed
53471,ph
53472,going
53473,tough
53474,competitors
53475,new
53476,york
53477,want
53478,want
53479,learn
53480,quick
53481,lesson
53482,go
53483,find
53484,happened
53485,deposit
53486,growth
53487,lot
53488,merger
53489,work
53490,fee
53491,business
53492,margins
53493,feel
53494,good
53495,wealth
53496,management
53497,mike
53498,mention
53499,added
53500,new
53501,accounts
53502,lot
53503,marketing
53504,programs
53505,starting
53506,feel
53507,comfortable
53508,outstandings
53509,think
53510,better
53511,people
53512,think
53513,strong
53514,mentioned
53515,growth
53516,middle
53517,thing
53518,mention
53519,going
53520,try
53521,get
53522,information
53523,amount
53524,business
53525,jpmorgan
53526,investment
53527,bank
53528,bringing
53529,bank
53530,one
53531,commercial
53532,banking
53533,clients
53534,pretty
53535,important
53536,clients
53537,level
53538,kind
53539,mucked
53540,client
53541,relationships
53542,bringing
53543,best
53544,companies
53545,set
53546,really
53547,gratifying
53548,middle
53549,multiple
53550,thousands
53551,people
53552,deployed
53553,pushing
53554,staff
53555,people
53556,get
53557,conversions
53558,done
53559,become
53560,efficient
53561,things
53562,faster
53563,starting
53564,consolidated
53565,operating
53566,important
53567,keeping
53568,keeping
53569,clients
53570,happy
53571,growing
53572,client
53573,spending
53574,money
53575,need
53576,spend
53577,marketing
53578,investments
53579,feel
53580,really
53581,harrison
53582,sit
53583,lot
53584,business
53585,think
53586,feel
53587,comfortable
53588,management
53589,teams
53590,coming
53591,bumps
53592,know
53593,going
53594,bumps
53595,road
53596,future
53597,unfortunately
53598,ca
53599,things
53600,perfectly
53601,really
53602,feel
53603,pretty
53604,good
53605,merger
53606,coming
53607,stop
53608,open
53609,floor
53610,questions
53611,comments
53612,think
53613,number
53614,net
53615,expenses
53616,corporate
53617,kind
53618,thing
53619,might
53620,go
53621,next
53622,quarter
53623,ramp
53624,conversion
53625,work
53626,think
53627,kind
53628,levels
53629,expect
53630,make
53631,corporate
53632,far
53633,efficient
53634,may
53635,see
53636,lot
53637,year
53638,little
53639,guy
53640,tail
53641,end
53642,see
53643,much
53644,quarter
53645,bond
53646,sale
53647,little
53648,impact
53649,corporate
53650,investment
53651,bank
53652,million
53653,credit
53654,portfolio
53655,really
53656,offset
53657,gains
53658,sale
53659,securities
53660,recoveries
53661,stuff
53662,like
53663,think
53664,modestly
53665,yes
53666,much
53667,certainly
53668,look
53669,markets
53670,better
53671,investment
53672,make
53673,decisions
53674,based
53675,upon
53676,returns
53677,still
53678,goal
53679,driving
53680,towards
53681,incorporate
53682,said
53683,spending
53684,right
53685,amount
53686,money
53687,would
53688,easy
53689,get
53690,without
53691,spending
53692,right
53693,money
53694,marketing
53695,sorry
53696,saying
53697,spending
53698,spend
53699,market
53700,maintain
53701,grow
53702,expect
53703,get
53704,room
53705,think
53706,said
53707,way
53708,back
53709,card
53710,business
53711,put
53712,together
53713,two
53714,card
53715,companies
53716,call
53717,depricing
53718,repricing
53719,make
53720,cheaper
53721,good
53722,credits
53723,expensive
53724,kind
53725,applying
53726,outwards
53727,sides
53728,feel
53729,good
53730,application
53731,done
53732,one
53733,good
53734,finally
53735,got
53736,good
53737,obviously
53738,lot
53739,competition
53740,talk
53741,pricing
53742,pricing
53743,ability
53744,price
53745,property
53746,card
53747,create
53748,generate
53749,accounts
53750,meet
53751,competitor
53752,prices
53753,rising
53754,feel
53755,comfortable
53756,thinking
53757,managing
53758,line
53759,pretty
53760,answer
53761,question
53762,think
53763,oh
53764,think
53765,little
53766,bit
53767,harder
53768,us
53769,investment
53770,spending
53771,actually
53772,spending
53773,much
53774,quote
53775,identified
53776,specific
53777,clearly
53778,new
53779,investment
53780,things
53781,opposed
53782,investment
53783,spending
53784,going
53785,guess
53786,going
53787,say
53788,probably
53789,first
53790,quarter
53791,something
53792,like
53793,double
53794,count
53795,mike
53796,saying
53797,couple
53798,areas
53799,going
53800,see
53801,go
53802,little
53803,bit
53804,increase
53805,investment
53806,spending
53807,spending
53808,think
53809,mike
53810,said
53811,pretty
53812,good
53813,earnings
53814,take
53815,litigation
53816,charge
53817,merger
53818,costs
53819,buy
53820,back
53821,much
53822,stock
53823,still
53824,tier
53825,told
53826,world
53827,going
53828,say
53829,think
53830,board
53831,approved
53832,billion
53833,billion
53834,buyback
53835,wanted
53836,discipline
53837,buy
53838,back
53839,issue
53840,think
53841,told
53842,million
53843,measured
53844,options
53845,restricted
53846,stock
53847,stuff
53848,like
53849,buy
53850,back
53851,less
53852,stock
53853,goes
53854,buy
53855,back
53856,stock
53857,goes
53858,think
53859,plenty
53860,capital
53861,continue
53862,buy
53863,back
53864,healthy
53865,rate
53866,want
53867,think
53868,talking
53869,fixed
53870,income
53871,side
53872,right
53873,think
53874,fixed
53875,income
53876,side
53877,credit
53878,europe
53879,north
53880,america
53881,really
53882,well
53883,spread
53884,client
53885,flows
53886,strong
53887,portfolio
53888,management
53889,obviously
53890,quite
53891,one
53892,item
53893,identify
53894,particular
53895,results
53896,always
53897,seasonal
53898,wish
53899,give
53900,wider
53901,reason
53902,fully
53903,investigated
53904,also
53905,telling
53906,one
53907,issue
53908,expect
53909,second
53910,one
53911,seeing
53912,late
53913,march
53914,april
53915,think
53916,could
53917,much
53918,tougher
53919,environment
53920,two
53921,pieces
53922,go
53923,one
53924,described
53925,mix
53926,kind
53927,stuff
53928,time
53929,activities
53930,call
53931,secondary
53932,marketing
53933,activity
53934,managing
53935,pipeline
53936,selling
53937,agencies
53938,hedging
53939,forth
53940,creates
53941,p
53942,l
53943,activity
53944,around
53945,particularly
53946,strong
53947,first
53948,quarter
53949,think
53950,expect
53951,get
53952,positive
53953,got
53954,little
53955,positive
53956,would
53957,expected
53958,yes
53959,moves
53960,inside
53961,million
53962,negative
53963,around
53964,betsy
53965,probably
53966,one
53967,point
53968,getting
53969,portfolios
53970,low
53971,relative
53972,could
53973,look
53974,competitor
53975,one
53976,way
53977,manage
53978,interest
53979,rates
53980,maximize
53981,tax
53982,position
53983,et
53984,obviously
53985,capital
53986,decision
53987,versus
53988,capital
53989,decisions
53990,real
53991,intent
53992,reduce
53993,well
53994,first
53995,like
53996,said
53997,always
53998,seasonal
53999,always
54000,much
54001,stronger
54002,first
54003,quarter
54004,second
54005,second
54006,april
54007,today
54008,know
54009,forget
54010,markets
54011,stuff
54012,like
54013,think
54014,seen
54015,us
54016,maybe
54017,everywhere
54018,know
54019,competitors
54020,right
54021,environment
54022,may
54023,create
54024,opportunities
54025,make
54026,back
54027,tough
54028,yes
54029,prudential
54030,wachovia
54031,first
54032,trading
54033,investment
54034,bank
54035,manages
54036,interest
54037,rate
54038,exposure
54039,obviously
54040,multiple
54041,ways
54042,multiple
54043,ways
54044,around
54045,world
54046,really
54047,going
54048,refer
54049,rest
54050,say
54051,fill
54052,neutral
54053,interest
54054,rates
54055,look
54056,mike
54057,mentioned
54058,basis
54059,points
54060,whole
54061,curve
54062,moving
54063,million
54064,different
54065,scenarios
54066,include
54067,side
54068,going
54069,reprice
54070,deposits
54071,going
54072,price
54073,credit
54074,kind
54075,think
54076,competitive
54077,pressures
54078,include
54079,impact
54080,interest
54081,rates
54082,general
54083,rates
54084,go
54085,booming
54086,environment
54087,probably
54088,actually
54089,dwarf
54090,impact
54091,interest
54092,rates
54093,rates
54094,go
54095,stack
54096,inflation
54097,environment
54098,would
54099,negative
54100,towards
54101,old
54102,look
54103,exposures
54104,say
54105,actually
54106,handle
54107,interest
54108,rate
54109,swings
54110,big
54111,deal
54112,income
54113,statement
54114,company
54115,also
54116,protected
54117,really
54118,adverse
54119,environments
54120,interest
54121,rate
54122,exposure
54123,going
54124,say
54125,told
54126,tough
54127,may
54128,different
54129,people
54130,mike
54131,mike
54132,cavanagh
54133,saying
54134,levels
54135,saw
54136,items
54137,first
54138,quarter
54139,would
54140,see
54141,us
54142,second
54143,partly
54144,technology
54145,partly
54146,marketing
54147,spend
54148,would
54149,see
54150,us
54151,holding
54152,levels
54153,saves
54154,talked
54155,also
54156,running
54157,lot
54158,moving
54159,pieces
54160,investment
54161,incremental
54162,spending
54163,versus
54164,first
54165,quarter
54166,including
54167,credit
54168,card
54169,yes
54170,whole
54171,company
54172,mike
54173,talking
54174,inaudible
54175,different
54176,numbers
54177,talking
54178,whole
54179,company
54180,including
54181,said
54182,might
54183,include
54184,increased
54185,marketing
54186,spend
54187,would
54188,call
54189,investment
54190,spending
54191,showed
54192,last
54193,year
54194,think
54195,increase
54196,first
54197,quarter
54198,side
54199,going
54200,increase
54201,maybe
54202,another
54203,thousand
54204,first
54205,half
54206,year
54207,effect
54208,various
54209,efforts
54210,got
54211,think
54212,number
54213,gross
54214,revenues
54215,remember
54216,commercial
54217,bank
54218,gets
54219,credit
54220,portion
54221,disclose
54222,number
54223,gross
54224,revenues
54225,million
54226,quarter
54227,right
54228,correct
54229,might
54230,little
54231,higher
54232,little
54233,higher
54234,think
54235,net
54236,numbers
54237,commercial
54238,bank
54239,around
54240,million
54241,see
54242,numbers
54243,depending
54244,product
54245,jamie
54246,dimon
54247,commercial
54248,bank
54249,million
54250,million
54251,gross
54252,part
54253,revenues
54254,revenues
54255,investment
54256,bank
54257,would
54258,never
54259,actually
54260,asked
54261,make
54262,list
54263,deals
